,x,y
0,-1.0,1.0
1,-0.9797979797979798,0.9600040812162024
2,-0.9595959595959596,0.9208244056728905
3,-0.9393939393939394,0.8824609733700643
4,-0.9191919191919192,0.8449137843077238
5,-0.898989898989899,0.8081828384858688
6,-0.8787878787878788,0.7722681359044995
7,-0.8585858585858586,0.7371696765636159
8,-0.8383838383838383,0.7028874604632179
9,-0.8181818181818181,0.6694214876033057
10,-0.797979797979798,0.6367717579838792
11,-0.7777777777777778,0.6049382716049383
12,-0.7575757575757576,0.573921028466483
13,-0.7373737373737373,0.5437200285685134
14,-0.7171717171717171,0.5143352719110295
15,-0.696969696969697,0.4857667584940313
16,-0.6767676767676767,0.4580144883175185
17,-0.6565656565656566,0.4310784613814917
18,-0.6363636363636364,0.4049586776859504
19,-0.6161616161616161,0.3796551372308948
20,-0.5959595959595959,0.3551678400163248
21,-0.5757575757575757,0.33149678604224053
22,-0.5555555555555556,0.308641975308642
23,-0.5353535353535352,0.2866034078155289
24,-0.5151515151515151,0.26538108356290174
25,-0.4949494949494949,0.2449750025507601
26,-0.4747474747474747,0.2253851647791041
27,-0.4545454545454545,0.2066115702479338
28,-0.43434343434343425,0.18865421895724918
29,-0.41414141414141414,0.1715131109070503
30,-0.3939393939393939,0.155188246097337
31,-0.3737373737373737,0.13967962452810934
32,-0.3535353535353535,0.12498724619936737
33,-0.33333333333333326,0.11111111111111106
34,-0.31313131313131304,0.09805121926334041
35,-0.2929292929292928,0.08580757065605545
36,-0.2727272727272727,0.07438016528925619
37,-0.2525252525252525,0.06376900316294254
38,-0.23232323232323226,0.05397408427711455
39,-0.21212121212121204,0.04499540863177223
40,-0.19191919191919182,0.03683297622691559
41,-0.1717171717171716,0.0294867870625446
42,-0.1515151515151515,0.022956841138659312
43,-0.13131313131313127,0.017243138455259654
44,-0.11111111111111105,0.012345679012345664
45,-0.09090909090909083,0.00826446280991734
46,-0.07070707070707061,0.004999489847974682
47,-0.050505050505050386,0.0025507601265176904
48,-0.030303030303030276,0.0009182736455463712
49,-0.010101010101010055,0.00010203040506070717
50,0.010101010101010166,0.0001020304050607094
51,0.030303030303030498,0.0009182736455463846
52,0.05050505050505061,0.0025507601265177125
53,0.07070707070707072,0.0049994898479746985
54,0.09090909090909105,0.008264462809917382
55,0.11111111111111116,0.01234567901234569
56,0.1313131313131315,0.017243138455259713
57,0.1515151515151516,0.022956841138659347
58,0.1717171717171717,0.029486787062544637
59,0.19191919191919204,0.03683297622691567
60,0.21212121212121215,0.04499540863177228
61,0.2323232323232325,0.053974084277114656
62,0.2525252525252526,0.0637690031629426
63,0.27272727272727293,0.07438016528925631
64,0.29292929292929304,0.08580757065605557
65,0.31313131313131315,0.09805121926334048
66,0.3333333333333335,0.11111111111111122
67,0.3535353535353536,0.12498724619936745
68,0.3737373737373739,0.1396796245281095
69,0.39393939393939403,0.15518824609733708
70,0.41414141414141437,0.1715131109070505
71,0.4343434343434345,0.18865421895724938
72,0.4545454545454546,0.20661157024793392
73,0.4747474747474749,0.22538516477910434
74,0.49494949494949503,0.2449750025507602
75,0.5151515151515154,0.26538108356290196
76,0.5353535353535355,0.2866034078155292
77,0.5555555555555556,0.308641975308642
78,0.5757575757575759,0.33149678604224075
79,0.595959595959596,0.35516784001632495
80,0.6161616161616164,0.37965513723089506
81,0.6363636363636365,0.40495867768595056
82,0.6565656565656568,0.431078461381492
83,0.6767676767676769,0.4580144883175188
84,0.696969696969697,0.4857667584940313
85,0.7171717171717173,0.5143352719110298
86,0.7373737373737375,0.5437200285685135
87,0.7575757575757578,0.5739210284664833
88,0.7777777777777779,0.6049382716049385
89,0.7979797979797982,0.6367717579838796
90,0.8181818181818183,0.669421487603306
91,0.8383838383838385,0.7028874604632181
92,0.8585858585858588,0.7371696765636163
93,0.8787878787878789,0.7722681359044997
94,0.8989898989898992,0.8081828384858692
95,0.9191919191919193,0.844913784307724
96,0.9393939393939394,0.8824609733700643
97,0.9595959595959598,0.9208244056728909
98,0.9797979797979799,0.9600040812162026
99,1.0,1.0
